,actors,average,country,director,genre,language,link,release_date,runtime,title,votes,writer
19,"['巩俐', '马精武', '何赛飞', '曹翠芬', '周琦', '孔琳', '金淑媛', '丁惟敏', '初晓']",8.5, 中国大陆 / 中国香港 / 中国台湾,张艺谋,['剧情'], 汉语普通话,https://movie.douban.com/subject/1293323/,1991-09-10(威尼斯电影节/多伦多电影节),125 分钟,大红灯笼高高挂,165838,"['倪震', '苏童']"
0,"['道格拉斯·布斯', '罗伯特·古拉奇克', '埃莉诺·汤姆林森', '杰罗姆·弗林', '西尔莎·罗南', '海伦·麦克洛瑞', '克里斯·奥多德', '约翰·塞森斯', '艾丹·特纳', '詹姆斯·格林尼', '比尔·托马斯', '马丁·赫德曼', '理查德·班克斯', '霍莉·厄尔']",8.5, 英国 / 波兰,多洛塔·科别拉,"['剧情', '动画', '传记']", 英语,https://movie.douban.com/subject/25837262/,2017-12-08(中国大陆),95分钟,至爱梵高·星空之谜 Loving Vincent,181835,"['多洛塔·科别拉', '休·韦尔什曼', '贾科·丹纳尔']"
1,"['克林特·伊斯特伍德', '梅丽尔·斯特里普', '安妮·科利', '维克多·斯勒扎克', '吉姆·海尼', '莎拉·凯瑟琳·施密特', '克里斯托·弗克朗', '菲利斯·里昂斯', '戴布拉·莫克']",8.7, 美国,克林特·伊斯特伍德,"['剧情', '爱情']", 英语,https://movie.douban.com/subject/1293929/,1995-06-02(美国),135 分钟,廊桥遗梦 The Bridges of Madison County,159430,"['理查德·拉·格拉文斯', '罗伯特·杰姆斯·沃勒']"
2,"['舒淇', '张震', '周韵', '妻夫木聪', '阮经天', '谢欣颖', '倪大红', '咏梅', '雷镇语', '许芳宜', '毕安生', '张少怀', '石隽', '梅芳']",7.3, 中国台湾 / 中国大陆 / 中国香港,侯孝贤,"['剧情', '武侠', '古装']", 汉语普通话,https://movie.douban.com/subject/2303845/,2015-08-27(中国大陆/中国香港),107分钟,刺客聂隐娘,181086,"['阿城', '朱天文', '谢海盟', '侯孝贤', '裴铏']"
3,"['柯蒂·斯密特-麦菲', '恰克', '约翰内斯·豪克尔·约翰内森', '娜塔莎·迈尔兹', '蕾奥娜·维埃拉', '延斯·赫尔腾', '梅赛德斯·德拉泽尔达', '普里亚·拉贾拉特南', '斯潘塞·博加特', '帕特里克·弗拉纳根', '迈克尔·克鲁斯-代赫勒', '马辛·科瓦奇克']",6.5, 美国,艾尔伯特·休斯,"['剧情', '冒险']", 英语,https://movie.douban.com/subject/26810318/,2018-09-07(中国大陆),96分钟,阿尔法：狼伴归途 Alpha,34993,"['达恩·威登霍普', '艾尔伯特·休斯']"
4,"['于尔根·福格尔', '弗雷德里克·劳', '马克思·雷迈特', '詹妮弗·乌尔里希', '克里斯蒂安娜·保罗', '雅各布·马琛茨', '克里斯蒂娜·度·瑞格', '埃利亚斯·穆巴里克', '马克西米利安·福尔马尔', '马克斯·毛夫']",8.7, 德国,丹尼斯·甘塞尔,"['剧情', '惊悚']", 德语,https://movie.douban.com/subject/2297265/,2008-03-13(德国),107 分钟,浪潮 Die Welle,206614,"['丹尼斯·甘塞尔', '彼得·图万斯', '约翰尼·道金斯', '罗恩·比恩巴赫', '罗恩·琼斯']"
5,"['扎克瑞·莱维', '马克·斯特朗', '亚瑟·安其', '杰克·迪伦·格雷泽', '杰曼·翰苏', '费丝·赫尔曼', '约文·阿曼德', '陈琦烨', '格蕾丝·富尔顿', '亚当·布罗迪', '梅根·古德', '米歇尔·博斯', '罗斯·巴特勒', '玛尔塔·米兰斯', '库珀·安德鲁斯', '罗维娜·亚瓦里', '埃文·马什', '娜塔莉·萨福兰', 'D·J·科特罗纳', '艾娃·普雷斯顿', '安迪·奥修', '卡尔森·迈克马克', '莎伊娜·瑞恩', '莎拉·贝纳尼', '安吉莉卡·利斯克', '辛迪·戴', '洛塔·洛斯滕', '西蒙·诺斯伍德', '戴维·科赫史密斯', '卢·卢·萨夫兰', '亚当·罗德内斯', '杰夫·桑卡', '阿里·巴德沙阿', '大卫·J·麦克尼尔', '达娜·雷兹尼克', '迪索·拉莫斯']",6.3, 美国 / 加拿大,大卫·F·桑德伯格,"['动作', '奇幻', '冒险']", 英语 / 西班牙语,https://movie.douban.com/subject/2244426/,2019-04-05(美国/中国大陆),132分钟,雷霆沙赞！ Shazam!,212008,"['亨利·盖登', '达伦·莱姆克', '比尔·帕克', 'C·C·贝克']"
6,"['刘德华', '吴彦祖', '古天乐', '张静初', '袁咏仪', '廖启智', '何美钿', '尔冬升']",7.7, 中国香港,尔冬升,"['剧情', '惊悚', '犯罪']", 粤语 / 英语 / 泰语 / 汉语普通话,https://movie.douban.com/subject/1890784/,2007-02-13(中国大陆/中国香港),108分钟,门徒 門徒,191555,"['尔冬升', '龙文康', '高新', '秦天南']"
7,"['本·阿弗莱克', '乔什·哈奈特', '凯特·贝金赛尔', '威廉姆·李·斯科特', 'Greg Zola', '艾文·布莱纳', '亚历克·鲍德温', '杰米·金', '凯瑟琳·凯尔纳', '詹妮弗·加纳', '强·沃特', '小库珀·古丁', '迈克尔·珊农', '马修·戴维斯', '岩松信', '约翰·藤冈', '田川洋行', '科鲁姆·费奥瑞', '丹·艾克罗伊德', '雷利·麦克伦顿', '杰西·詹姆斯', '威廉·菲克纳', '史蒂夫·兰金', '布莱恩·黑利', '大卫·霍恩斯比', '斯科特·威尔森', '格拉汉姆·贝克尔', '兰迪·奥格斯比', 'Stan Cahill', '汤姆·埃沃雷特', '托马斯·阿拉纳', '贝丝·格兰特', '萨拉·茹', '姜成镐', '拉法埃尔·沙巴拉格', 'Marty Belafsky', '冈本玉二', '伊恩·鲍汉', '迈克尔·米尔汉', '彼得·弗斯', '汤姆·塞兹摩尔', '安德鲁·布莱尼亚斯基', '尼古拉斯·唐斯', '蒂姆·乔特', '约翰·迪尔', '罗恩·哈珀', '特德·麦金利', '麦迪逊·梅森', '金·寇兹', 'Andrew Baley', '格伦·莫肖尔', '保罗·弗朗西斯', '斯科特·维普', '艾瑞克·克里斯蒂安·奥森', '加雷特·佐藤', '井上英治', '杰夫·瓦德洛', 'Seth Sakai', 'Curtis Andersen', '约翰·派珀-弗格森', '迈克尔·肖姆斯·维尔斯', 'Brett Pedigo', '肖恩·古恩', '乔希·阿克曼', '大卫·考夫曼', 'Guy Torry', '利兰·奥瑟', '皮特·詹姆斯·史密斯', '帕特·希利', '托马斯·威尔逊·布朗', '詹姆斯·塞托', 'Robert Jayne', '弗雷德里克·凯勒', '本·伊斯特', 'Jason Liggett']",7.9, 美国,迈克尔·贝,"['剧情', '爱情', '历史', '战争']", 英语 / 日语 / 法语 / 汉语普通话,https://movie.douban.com/subject/1302987/,2001-08-10(中国大陆),183分钟,珍珠港 Pearl Harbor,201964,['兰道尔·华莱士']
8,"['房祖名', '周韵', '姜文', '黄秋生', '陈冲', '孔维', '崔健', '李加民']",8.2, 中国大陆,姜文,"['剧情', '奇幻']", 汉语普通话 / 温州话 / 俄语 / 维吾尔语,https://movie.douban.com/subject/1766086/,2007-09-21(中国大陆),116 分钟,太阳照常升起,183624,"['过士行', '姜文', '述平']"
9,"['伊万·麦克格雷格', '艾文·布莱纳', '约翰尼·李·米勒', '凯文·麦克基德', '罗伯特·卡莱尔', '凯莉·麦克唐纳', '彼得·穆兰', '詹姆斯·科兹莫', '艾琳·尼古拉斯', '苏珊·维德勒', '波林·林奇', '雪莉·亨德森', '斯图尔特·麦克奎里', '埃文·威尔什', '戴尔·温顿', '基思·艾伦', '凯文·艾伦', '菲奥娜·贝尔', '休·罗斯', '芬利·威尔士', '汤姆·德尔玛', '约翰·霍奇', '安德鲁·麦克唐纳', 'Stuart McGugan']",8.5, 英国,丹尼·博伊尔,"['剧情', '犯罪']", 英语,https://movie.douban.com/subject/1292528/,1996-02-23(英国),94分钟,猜火车 Trainspotting,342092,"['埃文·威尔什', '约翰·霍奇']"
10,"['科林·伍德尔', '斯蒂芬妮·诺格拉斯', '瑞贝卡·瑞滕豪斯', '安德鲁斯·李斯', '贝蒂·加布里埃尔', '康纳·戴尔·里奥', '萨维拉·温蒂亚尼', '切尔西·阿尔登', '道格拉斯·泰特', '阿什顿·斯迈利', '阿历萨·芒索']",7.9, 美国,斯蒂芬·思科,"['恐怖', '犯罪']", 英语,https://movie.douban.com/subject/26725678/,2018-03-09(西南偏南电影节),92分钟,解除好友2：暗网 Unfriended: Dark Web,146420,['斯蒂芬·思科']
11,"['艾米·汉莫', '纳赞宁·波妮阿蒂', '戴夫·帕特尔', '詹森·艾萨克', '阿努潘·凯尔', '刘承羽', '安格斯·麦克拉伦', '萨钦·乔伯', '蒂尔达·格哈姆-哈维', '维品·沙尔马', '阿布罗伊·辛格', '迪维亚·阿妮', '桑迪普·博雅卡', '齐尼亚·斯塔尔']",8.4, 澳大利亚 / 美国 / 印度,安东尼·马拉斯,"['剧情', '惊悚', '历史']", 英语 / 印地语 / 旁遮普语 / 希腊语 / 俄语 / 阿拉伯语 / 乌尔都语 / 波斯语,https://movie.douban.com/subject/26794701/,2018-09-07(多伦多电影节),123分钟,孟买酒店 Hotel Mumbai,116412,"['安东尼·马拉斯', '约翰·科里']"
12,"['朱莉娅·罗伯茨', '休·格兰特', '理查德·麦凯布', '瑞斯·伊凡斯', '詹姆斯·德雷福斯', '迪兰·莫兰', '亨利·古德曼', '朱利安·林希德-图特', '罗蕾莱·金', '约翰·斯拉普内尔', '克拉克·彼得斯', '尤兰达·瓦兹奎兹', '米莎·巴顿', '蒂姆·麦克纳尼', '吉娜·麦基', '艾玛·钱伯斯', '休·博纳维尔', '多里斯·洛夫', '桑吉夫·巴哈斯卡', '保罗·查希迪', '艾米莉·莫迪默', '萨缪尔·韦斯特', '帕特里克·巴罗', '安迪·德拉图尔', '鲁伯特·普格特', 'Ann Beach', '莎莉·菲利普斯', '亚历克·鲍德温', 'Ian Boo Khoo', '西蒙·卡洛', '乔·考尼什', '肖恩·克罗宁', '欧米德·吉亚李利', '迈克尔·希格斯', '若昂·科斯塔·梅内塞斯', '马修·莫迪恩']",8, 英国 / 美国,罗杰·米歇尔,"['喜剧', '爱情']", 英语 / 西班牙语,https://movie.douban.com/subject/1298038/,1999-05-21(英国),124分钟,诺丁山 Notting Hill,273552,['理查德·柯蒂斯']
13,"['詹姆斯·斯图尔特', '格蕾丝·凯利', '温戴尔·柯瑞', '瑟尔玛·瑞特', '雷蒙德·布尔', '朱迪思·伊夫林', '罗斯·巴格达萨里安', '乔金·达西', '萨拉·伯纳', '弗兰克·卡迪', '杰丝琳·法克斯', '艾琳·温斯顿', '哈维斯·达文波特', '本尼·巴莱特', '马拉·英格丽什', '贝丝·弗劳尔斯', '阿特·吉尔摩', '弗莱德·格兰姆', '凯丝琳·格兰特', '阿尔弗雷德·希区柯克', '迈克·马奥尼', '杰克·斯托尼', '吉格·杨', 'Rand Harper', 'Jerry Antes', 'Nick Borgani', 'Iphigenie Castiglioni', 'Don Dunning', 'Harry Landers', 'Jonni Paris', 'Eddie Parker', '罗伯特·舍曼', 'Dick Simmons', 'Ralph Smiley', 'Anthony Warde']",8.6, 美国,阿尔弗雷德·希区柯克,"['悬疑', '惊悚']", 英语,https://movie.douban.com/subject/1299080/,1954-08-01(美国),112 分钟,后窗 Rear Window,122646,"['约翰·迈克尔·海耶斯', '康奈尔·伍尔里奇']"
14,"['李连杰', '元彪', '关之琳', '张学友', '郑则仕', '袁锦辉', '邱建国', '任世官', '袁祥仁', '熊欣欣']",8.2, 中国香港,徐克,"['剧情', '动作', '武侠', '古装']", 粤语 / 英语 / 汉语普通话,https://movie.douban.com/subject/1298443/,1991/8/15,134分钟,黄飞鸿 黃飛鴻,118270,"['徐克', '阮继志', '梁耀明', '邓碧燕']"
15,"['高山南', '山崎和佳奈', '神谷明', '松井菜樱子', '高岛雅罗', '林原惠美', '绪方贤一', '岩居由希子', '高木涉', '大谷育江', '户田惠子', '柴田秀胜', '森功至', '岛津冴子', '久川绫', '井原启介', '中村大树', '引田有美', '伊仓一惠', '百百麻子', '冰上恭子', '三木真一郎', '石冢运升', '茶风林', '井上和彦', '松本保典', '神奈延年', '菅原正志', '金尾哲夫', '细井治', '藤城裕士', '卷岛直树', '水内清光', '仮屋昌伸', '山口胜平']",8, 日本,山本泰一郎,"['动画', '悬疑']", 日语,https://movie.douban.com/subject/2357711/,2004/4/17,108分钟,名侦探柯南：银翼的魔术师 名探偵コナン 銀翼の奇術師,76952,['古内一成']
16,"['克里斯蒂安·贝尔', '史蒂夫·卡瑞尔', '瑞恩·高斯林', '布拉德·皮特', '梅丽莎·里奥', '约翰·马加罗', '拉菲·斯波', '杰瑞米·斯特朗', '芬·维特洛克', '玛丽莎·托梅', '崔西·莱茨', '文峰', '阿德普波·奥杜耶', '凯伦·吉兰', '马克思·格林菲尔德', '比利·马格努森', '玛格特·罗比', '理查德·塞勒', '赛琳娜·戈麦斯']",8.5, 美国,亚当·麦凯,"['剧情', '传记']", 英语,https://movie.douban.com/subject/26303622/,2015-11-12(AFI影展),130分钟,大空头 The Big Short,155851,"['查尔斯·伦道夫', '亚当·麦凯', '迈克尔·刘易斯']"
17,"['基努·里维斯', '哈莉·贝瑞', '劳伦斯·菲什伯恩', '安杰丽卡·休斯顿', '伊恩·麦柯肖恩', '马克·达卡斯考斯', '艾莎·凯特·狄龙', '兰斯·莱迪克', '萨伊德·塔格马奥', '杰罗姆·弗林', '杰森·曼楚克斯', '托拜厄斯·西格尔', '博班·马里亚诺维奇', '罗宾·泰勒', '罗比·德拉费勒', '费斯·洛根', '雅彦·鲁伊安', '兰德尔·杜克·金', '袁之正', '陈虎', '安东尼·帕迪利亚', '斯特凡尼娅·马卡洛娃', '西尔维奥·西马克', '马米·科西科', '罗曼·米蒂齐扬', '塞塞普·阿里夫·拉赫曼', '安妮·比萨比亚', '约翰·盖蒂尔']",7.8, 美国,查德·斯塔赫斯基,"['动作', '惊悚', '犯罪']", 英语 / 俄语 / 日语 / 意大利语 / 阿拉伯语 / 汉语普通话 / 印度尼西亚语 / 拉丁语,https://movie.douban.com/subject/26909790/,2019-05-17(美国),131分钟,疾速备战 John Wick: Chapter 3 - Parabellum,128906,"['德里克·科尔斯塔', '谢伊·哈顿', '克里斯·柯林斯', '马克·艾布拉姆斯']"
18,"['亨利·卡维尔', '艾米·亚当斯', '迈克尔·珊农', '凯文·科斯特纳', '戴安·琳恩', '罗素·克劳', '克里斯托弗·米洛尼', '安婕·特拉乌', '劳伦斯·菲什伯恩', '阿耶莱特·祖里尔', '雅丹·古尔德', '迈克尔·凯利', '迪伦·斯派比利', '朱利安·瑞钦斯']",7.1, 美国 / 英国,扎克·施奈德,"['动作', '科幻', '冒险']", 英语,https://movie.douban.com/subject/2049435/,2013-06-20(中国大陆),143分钟,超人：钢铁之躯 Man of Steel,187099,"['大卫·S·高耶', '克里斯托弗·诺兰', '乔·舒斯特', '杰里·西格尔']"
19,"['张家辉', '杨紫', '任贤齐', '李成敏', '冯嘉怡', '陈家乐', '马书良', '欧阳靖', '郭晋安', '吴卓羲', '郭羡妮', '明鹏']",5.3, 中国大陆 / 中国香港,雷尼·哈林,"['动作', '犯罪']", 汉语普通话 / 粤语,https://movie.douban.com/subject/26816090/,2019-03-18(中国香港国际电影节),94分钟,沉默的证人,110226,"['吴孟璋', '畅游']"
0,"['滨津隆之', '真鱼', '主浜晴美', '秋山柚稀', '长屋和彰', '细井学', '市原洋', '山崎俊太郎', '大泽真一郎', '竹原芳子', '吉田美纪', '合田纯奈', '浅森咲希奈', '山口友和', '藤村拓矢', '岩合智史', '高桥恭子']",8.3, 日本,上田慎一郎,"['喜剧', '恐怖']", 日语,https://movie.douban.com/subject/30234315/,2017-11-04(东京首映),96分钟,摄影机不要停！ カメラを止めるな！,141039,['上田慎一郎']
1,"['山新', '郝祥海', '李姝洁', '藤新', '图特哈蒙', '李佳怡', '佟心竹', '九孔', '卢恒宇', '宝木中阳']",7.3, 中国大陆,卢恒宇,"['喜剧', '动画', '奇幻']", 汉语普通话,https://movie.douban.com/subject/26759539/,2017-08-18(中国大陆),101分钟,十万个冷笑话2,80448,"['卢恒宇', '李姝洁', '寒舞', '隋佳林', '高信影', '赵聪']"
2,"['米歇尔·道克瑞', '休·博纳维尔', '伊丽莎白·麦戈文', '玛吉·史密斯', '艾美达·斯丹顿', '塔彭丝·米德尔顿', '马修·古迪', '凯特·菲利普斯', '艾伦·里奇', '琼安·弗洛加特', '索菲 麦希拉', '劳拉·卡尔迈克尔', '斯蒂芬·坎贝尔·莫尔', '爱丽丝·麦卡锡', '杰拉丁妮·詹姆斯', '马克斯·布朗', '马克·阿蒂', '拉奎尔·卡西迪', '罗伯·詹姆斯-克里尔', '吉姆·卡特', '哈利·海顿-佩顿', '菲利斯·洛根', '布兰登·柯伊尔', '佩内洛普·威尔顿', '苏珊·林奇', '大卫·海格', '西蒙·琼斯', '莱斯利·尼科尔', '凯文·道尔', '詹姆斯·卡特莱特', '安德鲁·哈维尔', '佩里·菲兹派翠克', '菲利普·斯波', '丽琪达·卡里', '纪尧姆·里瓦德', '查理·沃森', '阿什莉·劳埃德', '达伦·斯特兰奇', '尼克·欧文福特', '乔纳森·奇塔姆', '迈克尔·福克斯']",8.1, 英国 / 美国,迈克尔·恩格勒,['剧情'], 英语,https://movie.douban.com/subject/27002635/,2019-12-13(中国大陆),122分钟,唐顿庄园 Downton Abbey,68403,['朱利安·费罗斯']
3,"['范冰冰', '韩庚', '齐溪', '沈婷婷', '沙溢', '杨迪', '张博宇', '赵一维', '吴莫愁', '雷恪生', '李梦', '吕行']",5.7, 中国大陆,李玉,"['喜剧', '爱情']", 汉语普通话,https://movie.douban.com/subject/25872931/,2015-04-17(中国大陆),105分钟,万物生长,137876,"['李玉', '魏君子', '许少飞', '冯唐']"
4,"['金·凯瑞', '彼得·里格特', '彼得·格林纳', '艾米·雅丝贝克', '理查德·杰尼', 'Orestes Matacena', '蒂姆·巴格莱', '南茜·费什', 'Johnny Williams', '雷格·E·凯蒂', 'Jim Doughan', 'Denis Forest', '卡梅隆·迪亚兹', 'Joseph Alfieri', 'B.J. Barie', '布莱克·克拉克', '克里斯托弗·达尔加', '乔莉·费舍尔', '凯文·格雷维奥斯', 'Robert Keith', '爱沃瑞·欧欣', ""Robert O'Reilly"", 'Eamonn Roche', '本·斯坦', 'Wendy L. Walsh', '梅多·威廉姆斯', 'Max', '加雷特·佐藤']",7.9, 美国,查克·拉塞尔,"['喜剧', '奇幻']", 英语 / 瑞典语,https://movie.douban.com/subject/1297570/,1994-07-29(美国),101分钟,变相怪杰 The Mask,213360,"['Michael Fallon', '马克·维西顿', '麦克·韦柏']"
5,"['本·斯蒂勒', '克里斯·洛克', '大卫·休默', '贾达·萍克·史密斯', '萨莎·拜伦·科恩']",7.9, 美国,埃里克·达尼尔,"['喜剧', '动画', '家庭', '冒险']", 英语 / 葡萄牙语 / 西班牙语 / 德语 / 法语,https://movie.douban.com/subject/1309201/,2005-07-15(中国大陆),86 分钟,马达加斯加 Madagascar,161142,"['马克·伯顿', '比利·弗罗利克', '埃里克·达尼尔', '汤姆·麦格拉思']"
6,"['刘青云', '古天乐', '吴彦祖', '张静初', '方中信', '王敏德', '李子雄', '陈伟霆']",7.5, 中国香港 / 中国大陆 / 新加坡,麦兆辉,"['剧情', '动作', '惊悚']", 粤语 / 汉语普通话,https://movie.douban.com/subject/3412882/,2009-07-24(中国大陆),100分钟(香港),窃听风云 竊聽風雲,231001,"['庄文强', '麦兆辉']"
7,"['王宝强', '白客', '岳云鹏', '柳岩', '黄渤', '林永健', '马浴柯', '陈佩斯', '朱时茂', '王祖蓝', '刘昊然']",3.7, 中国大陆,王宝强,"['喜剧', '动作', '冒险']", 汉语普通话,https://movie.douban.com/subject/26389696/,2017-01-28(中国大陆),100分钟,大闹天竺,100637,"['束焕', '丁丁']"
8,"['高山南', '山口胜平', '山崎和佳奈', '小山力也', '林原惠美', '岩居由希子', '高木涉', '大谷育江', '绪方贤一', '富田耕生', '松井菜樱子', '榊原良子', '宝龟克寿', '野上尤加奈', '矶部弘', '咲野俊介', '石冢运升', '茶风林', '泽田敏子', '皆口裕子', '大川透', '陶山章央', '楠大典', '柴田秀胜', '三户耕三', '梅津秀行', '松本大', '鸟海胜美', '武田晶子', '仓田雅世', '小田敏充', '知英', '荣仓奈奈']",5.9, 日本,静野孔文,"['动画', '悬疑', '冒险']", 日语,https://movie.douban.com/subject/26094129/,2015-10-23(中国大陆),113分钟,名侦探柯南：业火的向日葵 名探偵コナン 業火の向日葵,61802,"['樱井武晴', '青山刚昌']"
9,"['宋在浩', '李顺载', '尹秀晶', '金秀美', '宋智孝', '吴达洙']",9, 韩国,秋昌旼,"['剧情', '爱情']", 韩语,https://movie.douban.com/subject/5908478/,2011-02-17(韩国),118分钟,我爱你 ??? ?????,112854,"['姜草', '秋昌旼']"
10,"['阿诺·施瓦辛格', '杰森·克拉克', '艾米莉亚·克拉克', '杰·科特尼', 'J·K·西蒙斯', '戴奥·奥柯奈伊', '马特·史密斯', '考特尼·万斯', '李秉宪', '迈克尔·盖拉迪斯', '何家蓓', '韦恩·巴斯楚普', '格雷戈里·艾伦·威廉斯', '奥托·桑切斯', '马蒂·费拉罗', '格里夫·弗斯特', '伊恩·埃瑟里奇', '诺兰·格罗斯', '塞思·梅里韦瑟', '阿非莫·奥米拉', '特瑞·韦伯', '凯莉·奥马利']",6.9, 美国,阿兰·泰勒,"['动作', '科幻', '冒险']", 英语,https://movie.douban.com/subject/3338862/,2015-08-23(中国大陆),126分钟,终结者：创世纪 Terminator Genisys,127846,"['莱塔·卡罗格里迪斯', '帕特里克·卢西尔', '詹姆斯·卡梅隆', '盖尔·安妮·赫德']"
11,"['张国荣', '林青霞', '梁朝伟', '张学友', '张曼玉', '刘嘉玲', '梁家辉', '杨采妮', '白丽']",8.8, 中国香港 / 中国大陆 / 中国台湾,王家卫,"['剧情', '动作', '爱情']", 粤语 / 汉语普通话,https://movie.douban.com/subject/3726072/,2009-03-26(中国大陆),93分钟,东邪西毒：终极版 東邪西毒終極版,145583,"['王家卫', '金庸']"
12,"['宋康昊', '刘亚仁', '文根英', '全慧珍', '金海淑', '朴元尚', '陈智熙', '朴素丹', '徐睿知', '李代延', '崔德门', '郑锡勇', '崔民哲', '朴明申', '赵胜渊', '严智星', '苏志燮']",8.4, 韩国,李濬益,"['剧情', '历史']", 韩语,https://movie.douban.com/subject/25859495/,2015-09-16(韩国),125分钟,思悼 ??,83063,"['曹喆铉', '吴胜贤']"
13,"['妮可·基德曼', '菲奥纽拉·弗拉纳根', '克里斯托弗·埃克莱斯顿', '阿拉济纳·曼恩', '詹姆斯·本特利', '埃里克·赛克斯', '伊莲·卡西迪', '勒妮·阿舍森', '戈登·雷德', '基思·艾伦', '米歇尔·费尔利']",8.1, 美国 / 西班牙 / 法国 / 意大利,亚历杭德罗·阿梅纳瓦尔,"['剧情', '悬疑', '恐怖']", 英语,https://movie.douban.com/subject/1301459/,2001-08-10(美国),104分钟,小岛惊魂 The Others,201822,['亚历杭德罗·阿梅纳瓦尔']
14,"['休·杰克曼', '艾莉森·珍妮', '杰拉尔丁·维斯瓦纳坦', '亚历克斯·沃尔夫', '安娜莱吉·阿什福特', '雷·罗马诺', '凯瑟琳·纳杜奇', '吉米·塔特罗', '凯瑟琳·科廷', '斯蒂芬·斯皮内拉', '芬纳蒂·斯蒂夫斯', '斯蒂芬妮·库尔特祖巴', '雷·阿布鲁佐', '帕特·希利', '凯莉·卡特', '拉斐尔·卡索', '桃乐丝·麦卡锡', '约翰·斯库蒂', '杰里米·萨默斯', '彼得·阿佩尔', '朱塞佩·阿迪佐内', '威尔·迈尔斯', '吉诺·卡法雷利', '贾斯汀·斯万', '迪娜·皮尔曼', '安东尼·贝尔菲奥尔']",7.2, 美国,科瑞·芬莱,"['剧情', '犯罪']", 英语,https://movie.douban.com/subject/30182877/,2019-09-08(多伦多电影节),103分钟,坏教育 Bad Education,6523,['迈克·马考斯基']
15,"['詹妮弗·安妮斯顿', '本·阿弗莱克', '詹妮弗·康纳利', '布莱德利·库珀', '斯嘉丽·约翰逊', '凯文·康诺利', '德鲁·巴里摩尔', '贾斯汀·朗', '金妮弗·古德温', '摩根·莉莉']",7.8, 美国 / 德国 / 荷兰,肯·卡皮斯,"['剧情', '喜剧', '爱情']", 英语,https://movie.douban.com/subject/2161696/,2009-02-06(美国),129 分钟,他其实没那么喜欢你 He's Just Not That Into You,371651,"['艾比·科恩', '马克·西尔弗斯坦', '格雷格·贝伦特', '丽兹·塔琪萝']"
16,"['阿德里亚娜·卡塞洛蒂', '罗伊·阿特威尔', 'Stuart Buchanan', 'Hall Johnson Choir']",8.3, 美国,戴维·汉德,"['爱情', '动画', '歌舞', '家庭', '奇幻']", 英语,https://movie.douban.com/subject/1297756/,1937/12/21,83 分钟,白雪公主和七个小矮人 Snow White and the Seven Dwarfs,88043,"['特德·西尔斯', 'Otto Englander', '伊尔·赫德']"
17,"['汤姆·赫兰德', '克里斯·帕拉特', '茱莉亚·路易斯-德瑞弗斯', '奥克塔维亚·斯宾瑟', '梅尔·罗德里格斯', '凯尔·柏海莫', '丽娜·维特', '黄阿丽', '格蕾·德丽斯勒', '崔茜·尤玛', '维尔摩·瓦尔德拉玛', '乔治·普萨拉', '约翰·拉岑贝格']",7.9, 美国,丹·斯坎隆,"['喜剧', '动画', '奇幻', '冒险']", 英语,https://movie.douban.com/subject/30401849/,2020-02-21(柏林电影节),102分钟,1/2的魔法 Onward,29627,"['丹·斯坎隆', '基思·布宁']"
18,"['莎莉·霍金斯', '伊桑·霍克', '卡瑞·玛切特', '加布里埃尔·罗斯', '扎卡里·贝内特', '比利·麦克莱伦', '劳伦斯·巴里', '格雷戈·马龙', '玛丝·伯纳德', '大卫·菲恩', '凯特·罗斯']",9.1, 爱尔兰 / 加拿大,艾斯林·沃什,"['剧情', '爱情', '传记']", 英语,https://movie.douban.com/subject/25938803/,2016-09-02(特柳赖德电影节),115分钟,莫娣 Maudie,60051,['谢丽·怀特']
19,"['本·斯蒂勒', '艾米·亚当斯', '欧文·威尔逊', '汉克·阿扎利亚', '罗宾·威廉姆斯', '克里斯托弗·格斯特', '阿兰·夏巴', '史蒂夫·库根', '瑞奇·热维斯', '比尔·哈德尔', '乔·博恩瑟', '派崔克·盖勒', '杰克·切里', '拉米·马雷克', '米苏·贝克']",7, 美国 / 加拿大,肖恩·利维,"['喜剧', '动作', '奇幻', '冒险']", 英语 / 阿拉伯语 / 法语,https://movie.douban.com/subject/2257732/,2009-05-26(中国大陆),105 分钟,博物馆奇妙夜2 Night at the Museum: Battle of the Smithsonian,138604,"['罗伯特·本·加兰特', '托马斯·列农']"
0,"['周星驰', '邱淑贞', '林青霞', '李嘉欣', '陈百祥', '刘松仁', '温兆伦', '汤镇业', '吴君如', '袁洁莹', '陈德容', '秦沛']",7.9, 中国香港,王晶,"['喜剧', '动作', '武侠', '古装']", 粤语,https://movie.douban.com/subject/1306951/,1992-09-24(中国香港),98分钟(香港),鹿鼎记2：神龙教 鹿鼎記II 神龍教,152671,['王晶']
1,"['高山南', '山崎和佳奈', '神谷明', '山口胜平', '林原惠美', '岩居由希子', '高木涉', '大谷育江', '松井菜樱子', '绪方贤一', '茶风林', '井上和彦', '汤屋敦子', '千叶一伸', '中岛聪彦', '中田浩二', '西村千奈美', '太田真一郎', '大川透', '井原启介', '游佐浩二', '冈部政明', '有本钦隆', '山野井仁', '凤芳野', '铃木麻里子', '深川史麻', '山寺宏一', '榊原良子']",7.7, 日本,山本泰一郎,"['动画', '悬疑']", 日语,https://movie.douban.com/subject/2357713/,2005/4/9,108分钟,名侦探柯南：水平线上的阴谋 名探偵コナン 水平線上の陰謀,69583,"['青山刚昌', '古内一成']"
